,token,lisa
134,effort,0.035855154907288446
135,towards,0.03269157208780246
136,causal,-0.0071710618004775665
137,nexus,0.011662641135012496
138,natural,-0.005419722673941043
139,phenomenon,0.01507824754131689
140,yet,0.01482845648343261
141,theory,0.017123252073811913
142,evoke,0.025755057563962905
143,lively,0.037460980473095984
144,sense,0.037259673924457316
145,discomfort,0.041865017187656596
146,among,0.020305570553653046
147,newton,0.006882126927316668
148,contemporary,0.022401730539260856
149,seem,0.010588478407132116
150,conflict,0.051924292532448506
151,principle,0.0034813103803915417
152,spring,0.006222847610354766
153,rest,-0.0013774342890890696
154,experience,0.05197341381703556
155,reciprocal,-0.008382533246672218
156,action,0.04775154485753025
157,contact,0.05368225618106517
158,immediate,0.039968133929683985
159,action,0.03973580542701656
160,distance,0.005139411341833625
161,reluctance,0.04560423788652729
162,man,0.025574572474081802
163,desire,0.06718406342071172
164,knowledge,0.026122893290443212
165,endures,0.03518928922480219
166,dualism,0.017573673413848676
167,kind,0.013371349242525803
168,unity,0.03961916040611372
169,preserve,0.010704304034084094
170,comprehension,-0.004164212514311696
171,force,0.06189132384341289
172,nature,0.041974616960636896
173,either,0.001631153755183268
174,try,0.01746879027169438
175,look,0.0067631242977724566
176,upon,0.02970491014080934
177,contact,0.0584095006816088
178,force,0.06189900855146957
179,distant,0.02992563987444955
180,force,0.06242655302433859
181,admittedly,0.03151618321017097
182,observable,-0.03425957949069489
183,small,-0.008622431907175925
184,road,0.011417081418238549
185,newton,-0.011940866409450461
186,follower,0.024613832489761903
187,entirely,0.022465375955880156
188,spell,0.007216584271351565
189,doctrine,0.011708373492404386
190,mostly,0.028393891723526583
191,prefer,0.007318400908933509
192,take,0.007382928286842679
193,assume,-0.004283853064076915
194,newtonian,-0.017399619036600047
195,action,0.040704038071570345
196,distance,0.03339815837628791
197,apparently,0.02687749578297991
198,immediate,0.009147634242393584
199,action,0.032296201144517665
200,distance,0.030346705656338114
201,truth,-0.004986535738998736
202,convey,-0.0017904627788066399
203,medium,0.02112746355321822
204,permeate,0.002757047983892802
205,space,-0.024751542120830375
206,whether,-0.0004568437931657093
207,movement,0.025214274233090923
208,elastic,-0.0265722090175529
209,deformation,-0.014379767619781287
210,medium,0.012277526987192353
211,thus,-0.005474782848907278
212,endeavour,0.006190597163474598
213,toward,0.019712964182419156
214,unified,0.003969733908130774
215,view,0.00024439000823139455
216,nature,0.010412159823567852
217,force,0.03712932154537336
218,lead,-0.010291772294078528
219,hypothesis,0.025632591178896765
220,ether,0.0005959453034914947
221,hypothesis,0.026664931045341917
222,sure,-0.0198694479542268
223,first,0.0036144479405314745
224,bring,-0.0017132767121081464
225,advance,0.008796963873719796
226,theory,0.013668572368369979
227,gravitation,-0.0011175366054637559
228,physic,0.003192934145027823
229,generally,0.01383929748422463
230,become,0.003960458865405947
231,customary,0.012240293109446982
232,treat,-0.011171327719781148
233,newton,-0.0036963836377249403
234,law,0.009461980270901496
235,force,0.026294494373998507
236,axiom,-0.022159494044844626
237,reducible,-0.032259792005993215
238,ether,0.005211109756637234
239,hypothesis,0.023881625621650037
240,bound,0.0033856768272773016
241,always,-0.015046558777311097
242,play,0.001969429527650167
243,part,0.004879226063827913
244,physical,-0.015515294504011588
245,science,-0.0075674510987840055
246,even,0.0001720081426653849
247,first,0.032588781949859584
248,latent,0.00790114544552728
249,part,0.004467340646550811
250,first,0.00954143928615412
251,half,0.015805804517015687
252,nineteenth,0.03000044214977911
253,century,0.018003837553159655
254,farreaching,-0.009127755901233372
255,similarity,-0.02260749588998913
256,reveal,0.0009889728894970056
257,subsists,0.010883476263430255
258,property,-0.013439616856401021
259,light,0.01688870184260986
260,elastic,0.018926796027788146
261,wave,-0.00039958144048475515
262,ponderable,0.006395795968337386
263,body,-0.0030845946863919086
264,ether,-0.006142021808794773
265,hypothesis,-0.019295424373678302
266,find,-0.008405892106580564
267,fresh,0.015316835569087242
268,support,0.001194638821518967
269,appear,0.0055691988158275045
270,beyond,-0.010880001109290436
271,question,-0.02644639388335868
272,light,0.05650762887678818
273,must,0.004294560184585039
274,interpret,0.00025978566696784717
275,vibratory,0.023312903217726753
276,process,0.006419077748066147
277,elastic,0.045022505534001354
278,inert,0.04974595452206699
279,medium,0.05229706699011841
280,fill,0.006198783779946759
281,universal,-0.023769594293701374
282,space,-0.01566778132124844
283,also,-0.026790985767782778
284,seem,-0.005506240776198855
285,necessary,0.016176191984709612
286,consequence,-0.006551443564235388
287,fact,-0.01473748968293899
288,light,0.03433571239934668
289,capable,0.031064782886400095
290,polarisation,0.002252227639812508
291,medium,0.057853031609214976
292,ether,0.02275472642061538
293,must,0.0013425728058930786
294,nature,-0.01221130121999997
295,solid,0.040171949027597006
296,body,0.0069065226480754215
297,transverse,0.033325077080577636
298,wave,0.028346908985200692
299,possible,0.005071055880558181
300,fluid,0.04854235339641062
301,solid,0.04608083398685328
302,thus,0.0008117378357662927
303,physicist,-0.010068443710715799
304,bind,0.003891897177079421
305,arrive,-0.010746517683779377
306,theory,0.0025804083209326066
307,luminiferous,0.04202289357875685
308,ether,0.01927376222464601
309,part,-0.01914917214531202
310,carry,-0.002282659881613562
311,movement,0.029343362012382978
312,relatively,0.024722898910254792
313,one,0.0034427066892406045
314,another,-0.005560937850537207
315,except,-0.025818661845219255
316,small,0.012354514217620257
317,movement,0.025111230896383525
318,deformation,0.022547957565158983
319,correspond,-0.008684595447626472
320,lightwaves,0.016788340861307868
321,call,-0.018824140985945474
322,theory,0.039605972582708406
323,stationary,0.011067498152493528
324,luminiferous,0.07041420372564396
325,find,-0.027625157015658694
326,strong,0.019888065526443968
327,support,0.003751515461514426
328,experiment,0.04766409150293311
329,also,0.015108770855382475
330,fundamental,0.01650941958069199
331,importance,0.010697628942713262
332,special,-0.015198147706255952
333,theory,0.04248521527752673
334,relativity,0.028305537037478037
335,experiment,0.03763807997024469
336,fizeau,0.03803871403005644
337,one,0.0024662583714824323
338,oblige,-0.03330770266765689
339,infer,-0.018125438281682678
340,luminiferous,0.06473123161008733
341,ether,0.04456339145931311
342,take,-0.031028249062995124
343,part,-0.01199316227186499
344,movement,0.019972395398752566
345,body,-0.028237016336971548
346,phenomenon,0.04365010950447509
347,aberration,0.0036869647111682727
348,also,0.024216904979646275
349,favour,0.010129944618137468
350,theory,0.027230697254941257
351,ether,0.05642564152603631
352,development,0.02488761273042498
353,theory,0.027001030760418352
354,electricity,0.002276582452532359
355,along,-0.013779495110616519
356,path,-0.026981604168721092
357,open,-0.030854945779002642
358,maxwell,0.023152328964896392
359,lorentz,-0.0009261253151704375
360,give,-0.013900856205206334
361,development,0.02116039293698478
362,idea,0.01993539223913856
363,concern,0.0007280408024484246
364,ether,0.049906020852482635
365,quite,0.006184386283149155
366,peculiar,0.010985127367838937
367,unexpected,0.0068604845697086015
368,turn,-0.005026010289153467
369,maxwell,0.04259890089154399
370,ether,0.04564423782479296
371,indeed,0.01820437357476673
372,still,0.023598782444392025
373,property,0.021923742690250617
374,purely,0.01844278802320971
375,mechanical,0.06553305263221991
376,although,0.02055318414076744
377,much,0.018211104057314728
378,complicate,-0.011918856318564227
379,kind,0.003397657351084952
380,mechanical,0.08085897364093873
381,property,0.02288666594720584
382,tangible,0.012254108785995461
383,solid,0.007213713085122648
384,body,-0.016563759074025956
385,neither,0.022519345947480018
386,maxwell,0.03628612376996655
387,follower,0.004907025288204305
388,succeed,0.0014140610633449544
389,elaborate,0.04180417173481575
390,mechanical,0.09031987148732736
391,model,0.011925115515153802
392,ether,0.00806338986087304
393,might,-0.00367647545684806
394,furnish,0.0016845945672708691
395,satisfactory,0.04417243112420957
396,mechanical,0.10892525589392907
397,interpretation,0.018649254156324308
398,maxwell,0.01967037981567904
399,law,0.028892417930889328
400,electromagnetic,0.020984092844952586
401,field,-0.012354993282699414
402,law,0.027541455080982425
403,clear,-0.007182681815617184
404,simple,0.012715814972588094
405,mechanical,0.09193236838129895
406,interpretation,0.029134412632626592
407,clumsy,0.03526200295411302
408,contradictory,0.033815769975240904
409,almost,-0.027002647948784833
410,imperceptibly,-0.020990464494001458
411,theoretical,0.048347460050208194
412,physicist,0.04757432621919671
413,adapt,0.016518534256431572
414,situation,-0.008401413093527548
415,standpoint,0.03741606385771428
416,mechanical,0.06311574841009396
417,programme,0.01095319820706223
418,depress,0.0021557343886764745
419,particularly,0.014897361046730739
420,influenced,0.03540644266511226
421,electrodynamical,0.039231827784521056
422,investigation,0.008020685156774121
423,heinrich,0.018192784938713697
424,hertz,0.02757786432638616
425,whereas,0.007071152448969496
426,previously,-0.006409988057865777
427,require,-0.00538564311005149
428,conclusive,-0.005447514828693252
429,theory,0.013214826198890058
430,content,-0.0024183742007345354
431,fundamental,0.02325448658289486
432,concept,0.036507568236538945
433,belong,-0.01941046190455108
434,exclusively,0.025346545396977494
435,mechanic,0.051755274833496664
436,eg,0.0014772116918083463
437,density,0.007117050423756499
438,velocity,-0.005505524911558112
439,deformation,0.013730745474512463
440,stress,0.028392416515907154
441,gradually,0.035836967838782124
442,accustom,0.009102031601078097
443,admit,-0.024558870311917575
444,electric,0.02869759374826281
445,magnetic,0.008547471018892968
446,force,0.0019057962123558978
447,fundamental,0.02579736215139035
448,concept,0.034331678128797824
449,side,0.03641764409436005
450,side,0.034588528092728665
451,mechanic,0.06191588841887686
452,without,-0.00017124279093764516
453,require,-0.0011690953531682778
454,mechanical,0.04692211441011722
455,interpretation,0.0005064123611883999
456,thus,0.011087423075148083
457,purely,0.021325151426668843
458,mechanical,0.04773022633052685
459,view,0.008642384735401715
460,nature,0.007801171826581065
461,gradually,0.045476152283813284
462,abandon,0.03493801297488573
463,change,0.01564262493262903
464,lead,0.004504567065417932
465,fundamental,0.00681414212517242
466,dualism,0.02921670066516819
467,longrun,0.022486568377758465
468,insupportable,0.008979193316709072
469,way,0.014741442930068576
470,escape,0.01632141873164242
471,seek,-0.0013941246338474982
472,reverse,0.03943721813161537
473,direction,0.02518481292589158
474,reduce,0.019845840785378526
475,principle,0.022771952681861538
476,mechanic,0.06648415375727747
477,electricity,0.021289323381622156
478,especially,-0.00787990258958502
479,confidence,0.005919344490338883
480,strict,0.012068669680803066
481,validity,-0.009884714743622585
482,equation,0.009248931924277908
483,newton,0.00852506160193044
484,mechanic,0.04514142333408763
485,shaken,0.028498772782844014
486,experiment,0.007530126493314623
487,rapid,0.02871527809228624
488,ray,0.009526819319318007
489,dualism,0.009609014258598881
490,still,0.014433935161816819
491,confront,0.009349486633329742
492,u,-0.009007835318652728
493,form,-0.01505214578617075
494,theory,-0.018666382559787257
495,hertz,0.027791328730648532
496,matter,-0.022210729527003634
497,appear,0.008514962040587467
498,bearer,0.05916437091021994
499,velocity,0.015213718622448377
500,kinetic,0.025962234167073866
501,energy,0.03972291705931054
502,mechanical,0.021838667923141798
503,pressure,0.006056033013969566
504,also,0.028446671014106285
505,bearer,0.05401467143882967
506,electromagnetic,0.05008534741552434
507,field,0.04740472300417521
508,since,0.0011344491001525994
509,field,0.04955648696385254
510,also,0.027280526869367255
511,occur,0.004427644426850559
512,free,0.0007877637124455399
513,ether,0.05107540463834923
514,also,0.03199146682029579
515,appear,0.027194721142760357
516,bearer,0.05383163781084267
517,electromagnetic,0.04940522385779934
518,field,0.050176855107995896
519,ether,0.05253909274530085
520,appear,0.014276699468693333
521,indistinguishable,-0.003685573399349351
522,function,-0.015867697334647986
523,ordinary,-0.0019290940427108916
524,matter,0.04292777431282671
525,within,0.009322193738150738
526,matter,0.04217602308892591
527,take,-0.022500238062784447
528,part,0.009544326296395716
529,motion,-0.011279471971779666
530,matter,0.0420942918105456
531,empty,-0.007284289737422623
532,space,0.006297611648179912
533,everywhere,0.002469118989068828
534,velocity,0.012770638709153964
535,ether,0.09979791862020047
536,definitely,-0.02603332996022009
537,assign,-0.02188766690861236
538,velocity,0.016553431596038233
539,throughout,0.003992653301792217
540,whole,0.0071687556441350974
541,space,-0.0009376620526643825
542,fundamental,-0.004404183360015254
543,difference,-0.0018237809093632252
544,hertz,0.02111708526432646
545,ether,0.04238481098073372
546,ponderable,0.022724477201651352
547,matter,0.06295719618568336
548,part,0.01385560842867078
549,subsist,0.0030599182868544504
550,ether,0.0474354710121213
551,hertz,0.025788977414283355
552,theory,-0.02910654846507985
553,suffer,-0.006882779546408036
554,defect,0.0039789716391054036
555,ascribe,-0.020646872701554263
556,matter,0.00592243649435829
557,ether,0.04601573569527862
558,one,0.0006144885127724413
559,hand,-0.009268857158354212
560,mechanical,0.02143661918527813
561,state,0.02124299279321782
562,hand,-0.008080447879122038
563,electrical,0.025483087799185487
564,state,0.023186348868227787
565,stand,-0.018218915248938483
566,conceivable,-0.029153504303886333
567,relation,0.0011625451163607852
568,also,-0.012304226353668792
569,variance,-0.002318014121033018
570,result,0.023614463225930128
571,important,-0.006027665599646331
572,experiment,0.02991636536022423
573,velocity,-0.006561820306598991
574,propagation,0.01654719770597143
575,light,-0.012997869253693341
576,move,-0.010970224132628348
577,fluid,-0.0008542899431877235
578,establish,0.013827383122806637
579,experimental,0.01908798031643487
580,result,0.01837732569711161
581,state,0.02869743064777976
582,thing,-0.016177800925846284
583,h,-0.004429808603634343
584,lorentz,0.0006964541660277714
585,enter,-0.0008430922651587062
586,upon,-0.012356614285017014
587,scene,0.0006253371175305237
588,brought,0.016071392632862686
589,theory,0.004281733542356608
590,harmony,-0.006045784791121202
591,experience,0.0033333652961546117
592,mean,-0.014983117242815158
593,wonderful,-0.0020637434305316987
594,simplification,0.004154619377956837
595,theoretical,0.015672772691688427
596,principle,-0.006996412317585017
597,achieve,0.005464316689088542
598,important,-0.017294768406451146
599,advance,0.0020676175181460732
600,theory,0.002168068243896626
601,electricity,0.0293057166997962
602,since,-0.008799708289943212
603,maxwell,0.018296991371027367
604,take,-0.01791601472034934
605,ether,0.00904427608999085
606,mechanical,0.020751589741251485
607,matter,0.030832024808154317
608,electromagnetic,0.04707060850377127
609,quality,-0.004297217766506305
610,empty,-0.0024267602966545334
611,space,-0.00502482620741716
612,interior,0.00880556260073426
613,material,0.015241018400526237
614,body,0.00925424631103064
615,ether,0.016072973415416858
616,matter,0.02993237538064365
617,view,-0.029038917718333765
618,exclusively,-0.0012724378506082114
619,seat,0.0058738856419237595
620,electromagnetic,0.09232157132596167
621,field,0.020831281764309224
622,accord,0.007319325924137896
623,lorentz,0.056070078455724655
624,elementary,-0.0021584135391223493
625,particle,0.054122218802239455
626,matter,0.03162163185333291
627,alone,-0.0016020839164082614
628,capable,0.0154822744165049
629,carry,0.011356364282421809
630,movement,-0.010716647979582664
631,electromagnetic,0.09023753056169338
632,activity,0.0015236326390235142
633,entirely,0.0003743561703376949
634,confine,0.014623027642700686
635,carry,0.0096219627523505
636,electric,0.04274582039351514
637,charge,0.04189984788218273
638,thus,-0.019288857967603795
639,lorentz,0.06872575508939957
640,succeed,-6.003164396960003e-05
641,reduce,0.007805844559856448
642,electromagnetic,0.06336291396559474
643,happening,-0.02356840614166264
644,maxwell,0.02918622983707101
645,equation,0.015415719460376452
646,free,0.015627258101897055
647,space,-0.017183554110571056
648,mechanical,0.032569211129832444
649,nature,-0.012230883270648371
650,lorentzian,-0.002070862282342743
651,ether,0.04938740208526438
652,may,0.0022186172466867687
653,say,-0.03439842580766995
654,somewhat,-0.037069233836005605
655,playful,-0.00766018032612453
656,spirit,0.0038912308947095077
657,immobility,0.033535037166464395
658,mechanical,0.04447737511035379
659,property,-0.0032918818996760663
660,deprive,0.011692089950789918
661,h,-0.009033879901327481
662,lorentz,0.05499756800304281
663,may,0.004103616481989219
664,add,-0.0024876496257352798
665,whole,-0.021664550737396232
666,change,-0.007816189551792023
667,conception,-0.0028958736844181326
668,ether,0.05545083298378334
669,special,0.026751206614008136
670,theory,0.06837020996917936
671,relativity,0.0631378834178489
672,bring,-0.023724912278229347
673,consist,-0.023943057915821072
674,take,-0.008965261480847019
675,away,-0.0348691461888387
676,ether,0.05056981467762685
677,last,-0.016032841814279847
678,mechanical,0.029322012180129774
679,quality,-0.01412657098385575
680,namely,-0.007591659104479003
681,immobility,0.0414676766331098
682,understood,-0.0059516228088069625
683,forthwith,-0.019964064523228093
684,expound,0.019866371360329895
685,spacetime,0.03857974493209789
686,theory,0.10018738639032748
687,kinematics,0.047731995084966616
688,special,0.0349079570877753
689,theory,0.10147136960563313
690,relativity,0.09335507179417382
691,model,0.027854772437151346
692,theory,0.10467802124269768
693,electromagnetic,0.04292153585496971
694,field,-0.009789124285787293
695,theory,0.12106401430374458
696,therefore,-0.026943911377881068
697,satisfies,0.04550374739119728
698,condition,-0.0019242170216843652
699,special,0.031995441778654224
700,theory,0.11078087949875674
701,relativity,0.10048316248538046
702,view,-0.008042563468631622
703,latter,-0.008405155441909609
704,acquires,-0.01219105144397454
705,novel,0.0008307401359525503
706,aspect,-0.008754917055664608
707,k,0.054683494561996324
708,system,0.028500158483494246
709,coordinate,0.03834350217573074
710,relatively,-0.02041993442561157
711,lorentzian,0.04657369586370024
712,ether,-0.006989542051032668
713,rest,-0.02849000275777942
714,equation,0.07264775709298502
715,valid,-0.011924460764267444
716,primarily,-0.0032629646346321946
717,reference,0.019809549960341306
718,k,0.09542450448256966
719,special,0.010602413962967204
720,theory,0.06140436254919596
721,relativity,0.019581576404734728
722,equation,0.056490358315577326
723,without,-0.03127341489493692
724,change,0.0024640128295825153
725,meaning,0.005792473064004368
726,also,-0.0028380947259312424
727,hold,-0.03249523345694857
728,relation,0.012037515038520876
729,new,0.0012519224385534407
730,system,0.09059663113855415
731,coordinate,0.04596714576269268
732,k,0.1391614942457988
733,move,-0.011294981721703434
734,uniform,0.023929715465532995
735,translation,0.0019933383416806624
736,relatively,0.021908566647205103
737,k,0.11361865806290866
738,come,-0.020825670175119014
739,anxious,-0.030993291834003678
740,must,-0.014993000797126697
741,theory,0.033311086028516824
742,distinguish,-0.004364918416164206
743,k,0.10749981785006256
744,system,0.08605698634867777
745,k,0.10556768166907174
746,system,0.087510115344376
747,physically,-0.013691264910315318
748,equivalent,0.03767954776871874
749,respect,0.010507175263966042
750,assume,0.007638377376486262
751,ether,-0.012245684176012591
752,rest,0.0013630181758682825
753,relatively,0.051871018174300836
754,k,0.16852495118041624
755,system,0.08540847081029392
756,theoretician,-0.0024321136636566193
757,asymmetry,0.019471322453172308
758,theoretical,-0.006744342803352258
759,structure,0.025616338298256422
760,correspond,0.017392168742155118
761,asymmetry,0.0189748547806532
762,system,0.05536172965316682
763,experience,-0.02946856641737159
764,intolerable,0.013860593951129319
765,assume,0.01928901165473601
766,ether,-0.015966424793243086
767,rest,-0.003216298071042471
768,relatively,0.03839479785845665
769,k,0.08045180232234266
770,motion,-0.029602206438501876
771,relatively,0.03950027909877034
772,k,0.053772740798294305
773,physical,-0.00714786730705573
774,equivalence,0.0021841332686791306
775,k,0.05979614934060173
776,k,0.06097451521702124
777,seem,-0.0033099096569284845
778,logical,0.00509918986528122
779,standpoint,0.008656277165036115
780,indeed,0.004037625796436725
781,downright,0.02027360359677168
782,incorrect,0.013088037974186525
783,nevertheless,0.01935485044431172
784,inacceptable,0.0059849803587968915
785,next,0.0010289559652328201
786,position,-0.014052612855346695
787,possible,0.005003727721484378
788,take,-0.006959324757722883
789,face,-0.0047024075706709936
790,state,0.012799685969670627
791,thing,0.01444531537325479
792,appear,0.01315895665902744
793,follow,-0.0027506311457665407
794,ether,-0.009948414171090846
795,exist,0.025146524268422125
796,electromagnetic,0.0008493695640957177
797,field,-0.02674200356206556
798,state,0.00012011217591423167
799,medium,-0.021883001080123657
800,bound,-0.012798991836505166
801,bearer,-0.015824175239297363
802,independent,-0.0036766632570691526
803,reality,-0.005545545417422636
804,reducible,-0.0023609631272121364
805,anything,0.0345011087857527
806,else,0.021923521861402073
807,exactly,-0.0012164652040857341
808,like,0.013913119829075267
809,atom,0.03196612267709471
810,ponderable,0.05235002580844717
811,matter,0.054436690705296664
812,conception,-0.021897344895929222
813,suggest,-0.0032323559922110903
814,readily,0.0011505422370069905
815,accord,0.005277911733971015
816,theory,-0.019037229220513853
817,electromagnetic,0.053735082575027494
818,radiation,0.06172359717863074
819,like,0.00889754406874436
820,ponderable,0.05803965434921829
821,matter,0.0553448302314081
822,bring,-0.0030146226101434794
823,impulse,0.00944351740164754
824,energy,0.05828046850335719
825,accord,0.004215893061279872
826,special,0.031214731405836093
827,theory,0.007299618709077591
828,relativity,0.03606457331782774
829,matter,0.05952535024988776
830,radiation,0.058012351097579455
831,special,0.03337212513936525
832,form,0.004756169067110854
833,distribute,0.010293631930215024
834,energy,0.06435022967357536
835,ponderable,0.05029104073904482
836,mass,0.010519791519504535
837,lose,0.013445214157199487
838,isolation,-0.026812992924044574
839,appear,0.009310964134022529
840,special,0.04709573417153052
841,form,0.00319386382041265
842,energy,0.057474616897002825
843,careful,-0.006541375947051408
844,reflection,-0.012887839940305004
845,teach,0.011639097905384704
846,u,0.007847313180049638
847,however,-0.009982917059955944
848,special,0.0570690965410621
849,theory,-0.013426840645814881
850,relativity,0.014496986626315706
851,compel,0.04076201023468889
852,u,0.012818725954542544
853,deny,0.027376994686475063
854,ether,0.013942466327956418
855,may,0.024008820284873514
856,assume,0.03444814591892541
857,existence,-0.0034175349376700174
858,ether,0.011920370770762077
859,must,0.04186409883530492
860,give,0.051981586352655575
861,ascribe,0.029914530623335513
862,definite,-0.0006186893463791495
863,state,-0.005279456358959721
864,motion,-0.02076359394944368
865,ie,-0.001290839646451348
866,must,0.025361178502810534
867,abstraction,-0.020568809632923558
868,take,0.03787188294882057
869,last,0.025200009752435165
870,mechanical,-0.030772573003791562
871,characteristic,-0.03345510819898008
872,lorentz,-0.01045899964671147
873,still,-0.00018518229413654416
874,leave,0.014833084137414148
875,shall,0.03521370211921179
876,see,0.02415210594129278
877,later,-0.0004356242635432365
878,point,-0.007193554989830947
879,view,-0.0027580722023294144
880,conceivability,-0.012280123783677679
881,shall,0.032345796855966245
882,endeavour,-0.015705916948393323
883,make,0.02560690472338247
884,intelligible,0.006823301559975018
885,somewhat,-0.002396008982469304
886,halt,0.011930259254971808
887,comparison,-0.011773291284108967
888,justify,-0.013423933545286114
889,result,-0.00021253493896178
890,general,-0.013922909952240697
891,theory,-0.05261033231917251
892,relativity,-0.04699864212506965
893,think,-0.008912844615754551
894,wave,-0.0008857089771689072
895,surface,0.02491078408932257
896,water,0.05952019631599527
897,describe,0.007617616961692696
898,two,0.016125189386413646
899,entirely,0.004878106365532088
900,different,0.006078870489424812
901,thing,-0.020123927526486923
902,either,0.00416859229925498
903,may,-0.00799184896220026
904,observe,0.02052168248457706
905,undulatory,0.036279429807629604
906,surface,0.052705098265905866
907,form,0.008420475068656194
908,boundary,0.0199465162611486
909,water,0.06964204322210037
910,air,0.014462586446807675
911,alters,0.014962465429450074
912,course,0.031132689571757462
913,time,0.012355643412383379
914,help,-0.027809236668656596
915,small,0.020624159051194066
916,float,0.05984883745797135
917,observe,0.012410558147694775
918,position,-0.003870712693689337
919,separate,0.025037948923744186
920,particle,0.01208766851109208
921,water,0.12494221598980294
922,alters,0.02313341872929689
923,course,0.04000575423161984
924,time,0.02393531313146087
925,existence,-0.0006122563788245813
926,float,0.07049953354468787
927,track,-0.0026568802253367206
928,motion,-0.004098047940303448
929,particle,0.03655683359461013
930,fluid,0.05543101472413081
931,fundamental,-0.02567532272592954
932,impossibility,-0.02933950011484748
933,fact,-0.024239641415537246
934,nothing,-0.002452742683189382
935,else,-0.003126351415740208
936,whatever,-0.006327849421144442
937,observable,-0.00285682408196668
938,shape,0.01418970800058309
939,space,-0.0030029363217211774
940,occupy,0.017793592770615926
941,water,0.0628734857475522
942,varies,0.011529980731936784
943,time,0.009883661346003367
944,ground,0.04033738858374624
945,assumption,-0.013159257638624548
946,water,0.05306534330064602
947,consist,0.013354458176542893
948,movable,0.013863497000044937
949,particle,0.010538856225978655
950,could,0.0060477944558525445
951,characterise,0.003769461050971969
952,medium,0.014399248965306744
